order_id,product_id,quantity,price
110,4,1,1141.3
111,12,1,1305.8
112,38,2,102.84
112,1,2,500.6
113,13,1,524.19
113,63,2,824.51
113,20,2,449.72
114,1,1,403.8
114,7,2,1644.01
114,17,1,555.88
115,24,1,624.21
115,60,1,1743.51
115,38,2,1794.38
115,51,1,573.92
116,50,2,1969.58
116,61,1,384.77
117,51,2,1668.0
118,57,2,866.6
118,64,1,374.25
118,13,2,211.46
119,36,2,743.56
120,53,2,1876.82
120,43,2,150.28
121,45,2,257.87
122,5,1,530.48
122,72,2,1608.86
123,56,2,228.59
124,14,2,1477.84
124,50,2,1705.93
125,22,2,116.19
125,44,2,629.83
125,18,2,1696.87
125,102,1,1666.39
126,19,1,712.76
126,9,1,1102.01
126,6,1,671.57
127,59,2,91.48
127,20,2,1607.63
127,1,2,733.89
128,43,2,1968.96
128,60,1,1488.29
129,20,1,627.8
130,20,1,799.44
130,3,2,475.6
131,89,1,1246.15
131,97,2,1235.09
132,46,2,732.74
132,19,1,1939.75
132,13,1,1528.57
133,68,1,486.44
134,49,1,302.55
134,56,2,1913.52
134,54,2,1124.17
135,7,1,479.36
135,38,1,198.46
135,34,1,1205.2
135,23,1,728.23
136,24,2,1708.63
136,89,2,1410.07
136,80,2,1256.29
137,90,2,1660.34
137,89,2,363.48
138,82,2,1282.04
138,84,2,1286.31
139,7,2,1283.61
139,76,1,636.88
139,50,2,181.33
139,99,2,139.2
140,88,2,97.94
141,1,2,919.51
141,28,2,1994.39
142,12,1,1402.68
143,24,2,868.47
143,98,1,1968.76
143,12,1,1793.49
143,40,1,1735.5
144,43,2,1534.0
144,100,2,305.93
144,14,2,1603.25
144,88,2,278.75
145,40,1,1184.84
145,16,1,937.68
145,44,2,191.27
146,57,1,1727.24
146,27,1,254.61
147,21,3,1419.81
147,102,1,69.05
148,7,1,824.0
148,32,2,1611.14
148,2,2,376.59
149,69,1,1105.53
149,2,2,1613.37
149,96,2,1638.91
150,41,2,167.69
150,62,1,1589.91
150,48,1,1021.48
150,72,1,1992.85
151,101,1,1743.13
151,63,1,1498.28
151,16,1,1975.92
152,3,1,1464.25
153,43,2,1479.57
153,89,2,1445.86
153,92,1,1944.22
153,40,1,1716.05
153,25,2,918.35
154,47,1,1940.35
154,33,1,1330.64
155,10,1,381.03
155,100,2,890.23
155,42,1,1253.43
155,20,1,121.51
156,73,2,1191.44
156,64,2,451.39
157,3,1,126.72
157,49,2,666.5
158,46,2,936.74
158,3,2,1003.25
159,2,2,443.61
159,28,1,1742.88
160,13,3,1744.36
160,68,1,109.25
160,85,2,470.57
160,97,2,818.04
161,63,2,1955.49
161,103,2,1155.68
162,73,2,1536.46
162,89,2,899.39
162,38,2,61.23
163,28,2,807.69
164,41,2,1258.01
164,20,2,790.58
165,43,2,827.7
165,2,3,1541.52
165,30,2,1450.34
166,21,2,735.66
166,95,1,605.5
166,4,1,1615.9
167,58,2,581.62
168,14,1,1074.07
168,66,2,550.3
169,99,1,1284.65
169,43,2,1223.14
170,19,2,1687.73
170,17,1,1572.02
170,58,1,1654.1
171,7,1,1486.9
171,59,1,96.1
171,41,1,1233.83
171,55,1,1209.23
172,45,2,838.42
173,40,2,1177.85
173,70,1,204.87
174,19,1,1062.17
174,32,1,1103.02
175,89,2,1988.57
175,63,1,1137.68
175,49,1,1146.48
176,99,2,238.52
176,13,1,1524.52
177,80,1,1985.34
177,95,2,1065.87
177,20,2,223.79
177,37,2,1574.95
178,69,1,220.9
178,3,1,1129.91
179,41,1,1842.81
179,57,2,792.22
180,89,1,207.79
180,88,2,388.37
181,101,2,1653.84
182,57,2,1030.0
182,76,1,182.94
183,2,2,893.37
183,10,2,1036.98
184,61,1,1317.89
184,18,1,1989.99
185,3,1,286.7
185,68,1,247.04
186,46,2,1249.68
186,103,2,880.86
187,10,2,1550.14
187,90,2,861.5
187,41,1,1093.85
187,15,2,73.64
187,34,1,263.99
188,51,1,683.12
188,42,1,978.24
188,85,1,1580.78
189,91,1,1391.86
190,40,3,1335.74
190,22,1,1291.51
190,85,2,342.83
190,3,1,1048.83
191,6,2,188.95
191,70,1,731.92
192,77,2,566.84
192,64,2,210.23
193,35,2,1560.54
193,17,1,1938.55
193,9,2,621.0
194,55,2,299.79
194,74,1,906.84
194,81,1,1889.0
195,16,1,607.52
195,90,1,1522.33
196,42,1,1112.8
196,85,2,1877.91
196,72,1,1465.66
197,82,2,1107.36
197,17,2,1041.3
198,67,1,362.14
198,89,1,1610.14
198,61,1,1132.42
199,14,2,60.2
199,32,1,340.33
199,78,1,1759.47
200,90,1,56.28
200,56,2,231.33
200,36,1,987.9
200,39,2,1144.89
201,52,1,1658.85
201,57,2,200.26
202,78,1,1058.67
202,69,1,896.34
203,7,2,871.43
203,18,2,1582.02
204,85,1,1196.15
204,35,1,101.08
205,1,2,632.51
206,97,2,1691.77
207,14,1,207.17
207,80,1,1018.1
208,76,1,1331.06
208,12,1,531.61
208,58,1,536.62
208,10,1,1564.59
209,4,1,727.32
209,44,2,92.56
209,2,2,1876.8
209,93,2,866.65
210,101,1,1152.39
210,23,2,731.54
210,63,2,344.93
211,86,1,273.8
211,52,1,1430.28
212,50,2,951.48
212,6,2,1319.4
212,42,2,1622.49
213,42,1,371.18
213,3,1,1525.67
214,89,2,1747.63
215,102,1,177.15
215,77,2,1020.73
216,7,2,609.92
216,63,1,1176.31
216,83,1,1834.43
217,49,1,409.24
217,12,1,1325.87
217,68,3,212.75
217,79,1,1617.03
218,39,2,373.61
218,102,1,74.58
218,65,1,1078.43
219,6,2,1647.17
219,72,1,968.78
219,14,2,945.57
220,83,1,1438.43
220,30,1,326.85
221,31,2,737.13
221,41,2,969.01
222,9,2,185.8
222,66,1,1682.23
222,29,2,1303.62
223,28,2,1323.67
223,17,2,1587.47
223,2,2,557.56
224,52,2,1735.9
224,7,2,265.91
224,41,1,131.95
225,25,2,1520.23
225,87,1,1667.32
225,27,2,1751.87
226,50,1,964.1
226,7,1,634.84
226,21,2,143.88
227,91,2,1599.43
227,14,2,174.1
227,6,2,1218.01
228,84,2,889.33
228,89,2,1223.75
228,53,1,914.59
229,56,2,799.8
229,69,2,1221.27
229,20,2,1037.22
229,46,1,755.61
230,43,1,432.39
230,3,1,597.33
231,1,1,710.78
231,18,2,622.3
231,4,3,824.18
232,8,1,1012.42
232,31,1,872.56
232,46,1,1819.84
233,28,2,53.05
233,83,2,1388.85
233,98,1,798.49
234,9,1,1514.8
235,65,1,69.76
235,66,2,1753.71
235,33,2,285.09
236,1,2,625.33
237,3,1,1698.93
237,9,2,586.99
237,52,1,1588.52
237,31,2,1722.25
237,72,2,890.42
238,34,1,780.38
238,57,1,1785.69
238,69,1,351.2
239,61,1,656.87
239,30,1,474.89
239,5,2,935.3
240,43,2,1929.83
240,2,1,95.54
241,75,1,1782.39
241,42,2,1662.08
242,36,2,350.58
242,30,2,1675.62
243,40,1,576.98
243,28,1,1137.53
243,23,1,915.89
244,60,2,1160.29
244,44,2,442.56
244,38,1,1108.9
245,19,2,1746.44
245,99,2,1591.49
246,25,1,952.22
246,89,2,1198.03
246,97,1,607.28
247,36,1,1737.88
247,46,2,1540.83
247,44,1,1914.29
248,86,1,1791.53
248,40,1,1045.34
249,60,2,312.15
249,95,2,749.5
249,1,1,1917.02
249,43,1,1995.75
250,27,2,1493.93
250,1,2,1334.15
250,73,2,1699.55
251,44,2,843.86
251,6,1,1626.06
252,97,1,199.88
252,5,2,1599.31
253,5,2,503.15
253,38,2,676.92
254,43,2,747.74
254,19,2,289.7
255,41,2,1381.1
255,55,2,1617.72
255,60,2,1064.33
256,24,1,1277.64
256,45,1,50.26
256,26,2,141.36
257,4,1,1494.76
257,85,1,577.27
257,1,1,661.03
258,40,2,224.11
258,93,1,1283.79
258,35,1,58.51
259,64,1,1419.95
259,100,2,1306.09
259,76,1,752.1
260,40,2,771.14
260,42,1,1653.25
260,17,2,463.39
261,89,3,1235.12
261,18,2,1490.27
262,28,1,1785.92
262,62,2,767.18
263,84,2,789.23
264,44,1,1210.51
264,38,2,1062.11
265,66,2,1953.23
265,28,2,83.05
266,9,2,1557.63
266,24,1,52.64
266,1,1,1310.59
267,42,2,495.06
267,37,2,973.93
267,28,1,1917.69
268,99,2,431.87
268,5,2,1177.68
268,33,2,1631.69
269,65,2,723.12
270,43,2,171.3
270,91,1,1917.97
271,48,1,585.67
271,21,2,946.35
272,3,2,918.81
273,21,2,1989.9
273,99,2,556.11
273,16,2,1207.44
274,101,1,1890.22
274,15,2,1526.75
274,79,2,979.96
275,61,2,1151.92
275,64,1,67.63
276,32,1,677.26
276,95,2,1471.28
277,2,1,281.08
277,43,2,1986.85
278,3,2,1840.93
278,76,1,1175.39
279,22,1,423.61
279,52,2,480.66
279,32,1,120.24
279,63,1,1903.4
280,55,1,738.45
280,40,2,1895.59
280,54,2,978.85
281,45,1,1717.31
281,16,1,188.76
282,81,2,697.77
283,63,2,879.19
283,12,2,50.02
283,89,1,1068.89
283,50,1,499.31
284,1,2,1704.43
285,40,1,773.33
285,28,2,1623.05
285,29,1,1201.74
286,64,2,1906.83
286,6,2,567.39
286,50,2,1530.06
286,69,1,1052.02
287,96,2,1409.56
288,94,2,1730.3
288,68,1,723.42
289,30,2,1896.83
289,101,2,792.01
289,87,2,799.49
290,1,1,1424.5
290,85,1,1115.54
290,69,2,1450.99
291,87,1,306.84
291,13,2,356.68
292,88,1,1603.53
293,53,1,1364.34
293,84,1,648.21
293,93,2,1261.52
294,38,1,1386.62
294,4,1,1891.67
294,78,1,1359.38
294,26,1,1514.33
295,7,1,1961.72
296,4,1,1488.88
297,69,1,450.4
297,40,1,573.64
298,100,1,1905.28
298,57,2,1266.12
298,6,1,571.43
299,69,1,1215.45
299,58,2,445.13
299,28,2,1417.22
300,1,2,928.0
300,55,2,417.65
301,65,1,230.62
301,101,1,1833.37
302,40,1,67.66
303,61,2,1761.07
303,21,1,532.74
303,70,1,944.93
303,7,2,208.24
304,98,2,440.55
304,85,2,1498.62
304,81,1,773.67
305,94,2,1349.6
305,55,1,935.97
305,49,2,883.82
306,40,1,915.64
307,1,2,255.52
307,28,1,848.86
307,45,1,362.9
308,5,2,1386.01
308,14,2,613.92
309,47,1,745.93
310,79,1,741.13
310,28,1,1129.07
310,93,1,428.03
310,98,2,1724.59
311,74,1,1403.2
311,40,2,279.23
311,58,2,364.66
312,6,1,483.6
312,1,1,1235.12
312,12,1,506.7
312,91,1,1921.73
313,39,3,384.8
313,40,2,1281.27
313,50,1,275.02
313,68,1,328.54
314,67,1,1040.22
314,17,2,85.34
315,60,1,1680.43
315,67,1,700.58
315,22,2,930.02
315,1,1,806.26
315,71,1,1808.46
316,50,2,1314.22
316,100,2,895.27
317,103,1,776.44
317,52,1,770.67
318,63,1,993.78
318,69,2,1119.42
318,1,2,1544.7
318,18,2,1615.85
319,47,1,430.2
319,11,2,1512.46
319,65,2,1325.56
320,91,1,444.4
320,54,2,520.93
320,60,2,1038.77
320,12,1,200.09
321,83,2,580.29
321,64,2,1290.93
322,28,1,1210.84
322,24,2,1340.84
323,76,2,768.28
323,14,2,126.01
323,7,1,679.9
324,103,1,1174.57
324,83,2,1623.0
324,85,1,1995.38
325,1,1,1578.29
326,63,2,78.04
327,76,2,1148.62
327,3,2,1182.85
327,84,2,1525.62
328,36,1,716.72
328,19,2,1206.66
328,56,2,936.79
328,95,1,1886.3
329,12,1,1290.08
329,45,1,399.74
329,67,2,1682.87
329,68,1,87.33
330,68,2,1095.07
330,85,1,1166.58
330,80,1,1846.55
331,32,2,1233.35
331,3,2,461.9
331,2,2,1777.88
331,40,1,1615.15
332,103,1,1702.41
332,2,2,703.79
332,91,1,188.52
333,17,1,376.61
333,19,1,1947.5
334,80,1,633.8
335,23,1,172.0
335,32,1,718.16
336,88,2,1617.42
336,12,1,1182.36
336,6,2,583.6
337,44,1,1653.64
338,3,2,1351.06
338,39,2,1731.3
339,85,1,430.57
339,102,1,992.2
339,91,2,754.74
340,29,2,295.7
340,42,2,1004.77
341,62,2,411.28
341,19,1,476.48
341,51,1,1857.89
341,34,2,1163.96
342,80,1,1135.73
342,33,1,1361.89
343,18,2,1513.02
343,89,2,943.73
343,22,1,1845.44
344,3,2,962.73
344,27,1,1533.12
345,40,1,1550.43
345,56,1,109.4
346,16,2,1027.49
346,30,2,118.08
346,46,2,363.33
347,1,2,598.05
347,41,1,790.52
348,74,2,512.02
348,9,2,805.28
349,4,1,722.91
349,1,2,1924.91
349,83,1,1242.35
350,66,2,591.06
350,28,2,1928.55
350,86,2,1264.24
351,102,1,1677.41
351,28,1,412.18
351,30,1,1937.75
351,6,2,1027.96
352,64,1,1176.89
352,74,2,158.43
353,1,2,1796.35
353,17,1,662.06
353,64,1,410.03
354,31,2,1086.34
354,40,1,1011.0
355,40,1,1809.71
355,12,2,1866.53
355,8,2,1154.88
356,37,2,1611.91
356,29,1,281.48
356,1,3,468.66
357,73,1,251.37
357,2,1,1879.72
357,64,2,1967.96
358,3,1,1399.42
359,58,1,1176.38
360,83,1,689.95
360,43,1,990.16
360,32,1,481.42
360,33,2,799.99
361,42,2,1086.57
361,28,2,977.41
361,96,2,1943.74
362,52,1,1244.95
362,70,1,1340.47
363,51,1,1638.61
363,38,1,256.45
364,32,1,820.76
364,39,2,355.78
365,89,1,501.19
366,99,2,1289.06
366,18,2,1086.02
366,90,1,885.49
366,96,1,1674.21
367,50,1,1696.21
367,85,2,1052.49
367,40,1,126.58
368,24,2,724.32
368,1,1,1620.59
368,101,2,568.56
369,102,2,284.76
369,2,2,403.31
370,28,2,863.53
371,39,1,214.05
371,75,2,367.89
372,20,2,1856.6
372,1,1,148.71
372,84,1,105.87
372,101,2,72.04
373,3,2,1948.91
373,55,2,579.41
374,92,1,880.94
375,84,1,708.04
375,81,1,212.87
375,19,1,702.08
376,37,2,1532.31
376,49,2,341.04
377,38,1,117.61
377,66,1,1300.93
378,23,1,519.04
378,90,1,1660.83
378,91,1,354.82
379,73,2,1176.72
379,33,2,614.41
379,65,1,883.6
379,24,2,1150.25
380,96,2,1134.57
380,67,2,543.4
381,88,1,1369.14
381,7,2,1226.14
382,40,2,1400.09
382,25,2,476.49
382,76,2,305.4
383,3,2,697.34
383,72,1,1118.88
383,30,2,627.07
383,43,2,1149.64
384,45,2,842.85
384,5,1,1443.7
384,7,2,1805.52
385,79,2,1285.74
385,66,1,81.67
385,97,2,1135.33
386,31,2,251.7
387,38,1,75.15
387,72,1,1709.74
387,78,2,215.86
388,51,1,394.95
388,35,1,916.0
388,58,2,687.53
388,36,2,835.27
388,21,1,309.76
389,60,2,1024.92
389,10,2,1257.39
389,54,3,1707.42
389,68,1,294.82
390,50,1,1293.66
390,7,1,1394.16
390,3,1,650.15
390,55,2,761.4
390,53,2,959.05
391,52,1,665.76
391,32,2,696.14
391,93,2,822.08
392,39,2,284.87
392,96,1,170.97
393,30,1,274.54
393,46,1,858.91
393,12,1,1314.06
394,4,1,1223.52
394,82,1,832.85
394,97,1,367.19
394,62,1,457.22
395,56,1,1615.87
395,89,2,1820.64
395,54,1,627.84
396,40,1,1882.16
396,56,2,206.36
397,43,2,292.47
397,60,1,1943.33
397,83,2,1182.26
398,96,2,1903.54
399,1,1,307.75
399,101,2,1305.72
400,57,1,471.85
400,92,2,738.55
401,80,1,1917.99
401,51,2,1229.92
401,83,2,410.43
401,60,2,1228.5
402,19,2,368.57
402,64,1,149.74
402,6,1,1047.83
403,85,1,1036.11
404,89,2,135.93
404,52,3,138.89
404,99,2,1692.22
404,3,1,748.37
405,102,2,199.68
405,67,1,1357.35
405,98,1,860.11
406,1,2,1470.88
407,28,2,1371.21
407,36,1,976.43
407,20,1,732.38
408,78,2,488.08
408,103,2,848.86
409,72,2,1673.59
409,40,1,860.85
410,51,2,822.2
410,38,1,359.54
410,47,2,993.41
411,39,2,364.84
412,43,1,1571.41
412,51,1,559.27
412,53,2,1483.3
412,17,2,1001.95
413,40,1,611.96
413,57,1,1482.49
414,1,1,228.27
414,55,1,1123.54
415,91,1,1175.38
415,15,2,887.86
415,1,2,1830.43
416,24,2,531.37
417,55,1,221.19
417,40,1,602.4
417,59,2,1633.14
418,96,2,1150.95
418,1,2,1994.05
418,12,2,610.08
418,90,1,480.27
419,11,2,1532.01
419,87,1,850.83
419,45,2,1872.36
420,28,1,304.9
420,78,2,1472.15
420,76,2,658.77
421,40,1,840.38
422,24,2,1799.14
422,16,1,406.49
422,78,1,171.74
423,43,1,1627.21
424,89,1,1396.13
425,97,2,283.91
425,66,3,1614.67
425,29,2,1516.06
426,81,2,306.79
427,69,2,379.27
427,73,1,1449.06
428,35,1,1454.75
428,12,1,1665.98
428,84,3,1433.31
428,51,2,1409.2
429,33,2,142.03
429,89,1,1374.37
429,71,1,1887.01
430,27,2,769.82
430,77,2,720.98
431,89,2,1040.13
432,64,1,873.27
432,56,2,1315.06
433,40,2,675.67
433,42,2,1991.68
434,31,1,478.29
434,3,1,284.71
434,16,2,1461.86
435,8,2,780.91
435,46,1,119.4
436,103,1,1614.68
436,20,1,916.16
436,3,2,1738.77
437,1,2,1521.41
437,78,1,1099.87
437,42,1,63.62
438,38,1,182.96
438,20,1,1133.32
438,82,1,1758.01
438,30,1,1011.27
439,98,1,631.23
439,4,2,288.87
440,61,2,201.82
440,9,2,531.57
441,86,2,1550.41
441,1,1,604.16
442,26,2,376.75
442,35,1,1031.52
442,37,2,353.76
443,51,1,134.05
443,7,2,814.82
443,35,2,261.93
443,39,1,794.15
444,60,2,1879.23
444,15,2,1626.12
445,5,1,1213.11
445,30,1,795.14
445,28,1,634.8
446,62,2,447.97
446,57,1,1611.83
447,67,2,666.4
447,1,1,804.27
448,6,1,649.97
448,12,1,365.3
448,27,2,1116.02
449,90,1,1837.15
449,51,1,775.56
450,98,2,1767.75
450,73,1,492.61
451,74,1,1925.02
452,41,2,1536.24
452,44,2,716.61
453,33,1,1619.94
453,79,1,833.66
453,97,1,928.18
453,59,2,413.52
454,74,1,1509.79
455,43,1,1801.01
455,18,1,1429.19
456,9,1,126.57
456,17,2,1686.24
457,51,2,1475.94
458,77,1,1640.7
458,101,1,817.59
458,54,1,1745.82
458,30,2,1564.76
459,40,2,1093.93
459,12,1,130.92
460,28,1,1908.58
460,52,2,1863.82
461,3,2,286.54
462,53,1,1253.53
462,57,2,1536.31
462,12,2,424.45
463,57,2,435.23
463,44,2,903.55
463,48,1,1138.43
463,30,1,1487.41
464,3,2,1494.29
464,43,1,216.54
464,30,3,511.39
465,43,1,430.17
465,40,2,1549.06
465,5,1,121.1
466,3,2,561.7
466,84,1,127.85
466,8,2,698.23
467,28,2,606.15
467,7,2,938.52
467,33,1,670.18
467,78,2,159.64
468,58,1,1711.49
468,50,1,81.25
468,22,2,785.12
469,66,2,295.92
469,96,1,1765.68
470,62,2,636.88
470,92,2,1525.08
470,59,2,128.65
470,10,1,963.69
471,16,1,1152.56
471,76,1,1642.48
472,90,1,1667.65
472,7,2,1874.02
473,96,2,697.74
474,95,2,805.09
474,16,2,1954.4
474,80,2,1613.59
474,73,1,1897.99
475,18,1,1497.62
475,29,3,163.99
475,75,1,741.85
476,37,2,867.7
476,3,2,850.93
477,67,2,768.09
477,64,2,1824.36
478,70,2,940.93
479,43,1,1121.95
479,36,1,1761.61
479,100,2,156.49
480,100,1,301.69
480,46,1,1571.09
480,27,1,698.82
480,43,1,718.9
481,13,2,1433.86
481,91,1,409.39
482,3,3,885.29
482,1,1,1577.83
482,77,2,894.04
483,49,1,1249.39
483,43,2,1926.01
483,36,1,1919.8
484,11,1,1997.65
484,54,1,1178.16
485,23,1,1934.79
485,28,2,1823.71
485,7,1,1630.83
486,23,2,1479.66
486,41,2,1089.98
487,38,3,493.16
488,50,2,382.4
488,68,1,726.57
489,43,1,514.66
489,79,1,67.72
489,54,2,1046.63
489,31,2,1733.69
490,11,1,230.28
490,53,2,819.23
490,88,2,1934.91
491,40,1,1486.12
491,28,2,146.12
492,28,1,675.43
493,101,1,1174.26
493,39,2,1446.17
494,58,1,1212.48
495,73,1,474.3
495,17,2,1908.95
495,85,1,1259.46
496,50,1,466.41
497,39,1,1954.09
497,69,1,1610.27
498,46,1,1723.73
499,67,2,1418.05
499,28,1,1402.09
500,76,1,1467.69
500,28,1,1975.37
501,58,1,1158.12
501,94,1,1179.66
501,12,1,1160.14
502,3,3,404.44
502,20,1,954.77
502,44,1,1859.1
503,7,2,272.23
503,77,2,1310.49
503,81,2,1080.98
504,6,1,310.16
504,40,1,253.41
504,27,2,1760.4
505,7,3,1742.6
506,5,2,314.54
506,8,2,1240.23
506,3,1,1435.19
507,25,1,563.93
507,61,2,1680.94
507,30,2,1952.42
508,10,2,127.9
508,63,2,945.72
508,101,2,882.44
508,93,2,657.72
509,48,1,1380.9
509,4,1,1444.88
509,100,1,1328.24
510,3,1,945.64
510,56,2,1357.99
511,40,2,524.2
511,85,1,717.67
512,50,1,161.15
512,7,1,1688.68
512,75,2,1648.02
512,55,1,731.75
513,2,2,1270.02
514,66,2,1368.58
514,17,2,409.0
514,32,2,1635.06
514,9,2,1421.39
515,84,2,662.62
515,3,1,115.18
515,74,2,392.99
516,20,1,1530.0
516,44,1,1827.98
517,20,1,1521.91
517,12,1,1968.97
517,66,1,624.89
518,22,1,251.78
518,94,1,1894.14
518,24,2,638.09
519,7,1,874.74
519,11,1,240.34
520,12,2,1370.39
520,95,3,1276.03
520,83,1,1787.4
521,53,2,1364.87
521,84,1,1971.92
522,80,2,1572.36
523,60,2,655.22
523,40,2,1487.99
524,22,2,1456.06
524,4,2,1452.81
525,60,1,508.31
525,12,2,259.53
526,1,2,1998.73
527,17,2,314.7
527,24,2,1930.49
528,7,1,787.72
528,24,1,374.75
529,102,2,1861.09
529,83,1,1693.74
529,25,2,389.23
529,5,2,1292.74
530,49,1,1641.31
530,103,2,1778.86
531,39,1,1485.27
531,57,1,1036.79
531,60,1,1536.6
531,11,2,66.81
532,42,1,1450.23
532,47,1,1635.63
532,1,2,460.99
533,84,1,1355.07
533,39,1,1272.27
533,23,1,1991.51
534,53,1,1611.6
535,55,1,1833.94
535,44,2,1281.51
535,15,2,302.29
535,43,2,921.4
536,78,2,1435.32
536,18,1,1058.68
537,55,2,1933.38
538,21,1,1248.27
538,70,1,534.16
538,77,1,809.31
539,17,2,506.93
539,20,1,63.83
539,25,1,1659.61
540,79,1,1263.97
540,59,2,1631.32
541,37,1,1800.19
541,97,2,220.46
542,81,2,1906.91
542,86,2,1172.8
543,62,2,1348.6
544,83,1,1384.65
544,1,1,1542.04
544,50,2,386.15
545,89,2,192.15
545,58,2,543.74
546,101,2,308.32
546,45,1,865.07
546,42,2,1719.5
547,10,1,744.33
547,71,2,509.58
547,7,1,1753.67
548,40,2,1529.79
548,12,2,1875.52
549,47,1,970.21
549,98,2,1701.23
549,49,1,1009.26
550,54,1,258.3
550,20,1,1901.1
551,42,1,680.13
551,28,1,922.24
552,99,2,451.68
552,35,1,91.24
552,23,1,1149.29
553,16,1,1459.23
553,73,2,1816.53
553,3,1,209.78
553,86,1,1890.34
554,95,2,1419.68
554,50,1,271.61
555,1,1,344.97
555,103,2,783.14
555,80,1,85.16
556,7,1,755.25
556,39,2,1758.07
556,96,2,1000.38
557,60,2,148.13
558,4,1,637.29
558,14,2,776.0
558,2,1,1973.81
558,73,1,327.25
558,71,1,1681.06
559,46,1,1207.32
559,48,1,276.85
559,52,1,314.47
560,12,2,353.91
560,68,2,1692.28
560,62,2,834.93
561,94,1,149.89
561,63,1,290.47
562,77,1,349.16
563,12,1,1429.1
564,7,1,1972.57
564,60,2,1827.12
565,51,2,1306.22
566,63,2,1526.01
566,88,2,375.24
567,7,2,85.26
567,43,3,1343.81
567,13,2,470.15
568,101,2,732.51
568,7,2,1202.19
568,28,1,548.55
569,15,1,454.65
569,83,1,1934.85
569,52,2,328.43
569,76,1,1742.79
570,90,2,913.18
570,31,1,1566.92
570,6,1,766.31
571,48,3,575.41
571,81,2,1870.16
572,62,2,1114.21
572,2,1,960.03
572,59,2,123.25
